"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"NUFIP2",1.26640187277707e-05,0.878185569700722,0.19,0.176,0.262525108226686
"C7orf26",1.27267685938721e-05,0.329016496378628,0.044,0.063,0.263825912950968
"THG1L",1.27860235332425e-05,0.247844213692645,0.052,0.073,0.265054267844116
"FOSL2",1.28040750246337e-05,0.34845873251393,0.256,0.328,0.265428475260656
"EP300",1.28075082604164e-05,1.22560547594633,0.09,0.072,0.265499646238432
"RPE",1.28307011552397e-05,0.179499254152014,0.055,0.075,0.26598043494812
"DDX54",1.29206458339313e-05,0.380193667269831,0.102,0.134,0.267844988137397
"MRPS21",1.29294898498887e-05,0.193858256227999,0.402,0.526,0.268028324588193
"TBC1D25",1.29526450682154e-05,0.295301429604312,0.024,0.038,0.268508332264105
"CHL1",1.29563455128256e-05,1.907276356657,0.012,0.005,0.268585042480875
"PURA",1.30003621745359e-05,1.05680786495409,0.122,0.103,0.26949750787813
"TMEM63A",1.30548638748952e-05,1.22110755231259,0.045,0.03,0.270627328126578
"MFAP2",1.30805607189625e-05,-0.73561872783781,0.008,0.016,0.271160023704093
"RPRD1A",1.31898338933019e-05,0.40352760284338,0.047,0.067,0.273425256608149
"GOLGA2",1.32175306395064e-05,1.34077048994251,0.103,0.085,0.273999410156968
"RP4-549L20.3",1.32313566279654e-05,1.8559482695024,0.02,0.011,0.274286022897723
"CTTNBP2",1.32351882470163e-05,2.31055018251848,0.011,0.004,0.274365452360648
"MRPS25",1.32705619239164e-05,0.27377529060725,0.126,0.162,0.275098748682788
"GNL2",1.32764762213258e-05,0.325100310573174,0.094,0.123,0.275221352068083
"AKAP7",1.33237736048657e-05,1.25806374442357,0.038,0.024,0.276201826828865
"APBA2",1.33330725817426e-05,2.37607780867395,0.011,0.004,0.276394594619524
"KRAS",1.33452022090683e-05,0.943948382557352,0.2,0.188,0.276646041793985
"AP5Z1",1.33571937535311e-05,0.232991579781477,0.042,0.061,0.276894626510699
"PRDM5",1.34413170042736e-05,1.79478711178566,0.015,0.007,0.278638501498592
"RP11-285F7.2",1.35003250581996e-05,1.96189650945428,0.012,0.005,0.279861738456477
"UBE2R2",1.35534177940669e-05,0.274027947860554,0.175,0.223,0.280962350871008
"CD247",1.35618794693573e-05,1.82390478730397,0.03,0.018,0.281137761399776
"AFF1",1.3567352852528e-05,0.507366874405989,0.08,0.108,0.281251224632905
"C9orf72",1.36299582540126e-05,1.10134671143463,0.133,0.114,0.282549034605681
"APBB1",1.36692038795265e-05,1.44240316229185,0.031,0.019,0.283362596422583
"LACTB2",1.36706090775501e-05,0.97091193797443,0.098,0.079,0.283391726177613
"DPF2",1.36765514627299e-05,0.40577919271204,0.071,0.096,0.28351491182239
"CNOT3",1.38813392783226e-05,0.406459287796296,0.043,0.062,0.287760163239628
"TSN",1.38975331393181e-05,0.341645391894096,0.122,0.158,0.288095861978064
"BIRC5",1.39203165452407e-05,-0.869838494259252,0.005,0.011,0.28856816198284
"RNF135",1.41095584631299e-05,0.239398664223028,0.078,0.103,0.292491146940683
"HIST1H4E",1.41431245142374e-05,0.105904506869836,0.008,0.016,0.29318697118014
"HTRA3",1.41732038769279e-05,0.806547789880941,0.025,0.014,0.293810516368715
"LAMP1",1.42596268124707e-05,-0.125096768033837,0.477,0.547,0.295602063822519
"WBP4",1.42891796319518e-05,0.897374398561787,0.146,0.128,0.296214693770362
"CA8",1.43011619608609e-05,2.53306785395455,0.016,0.007,0.296463087448646
"ORC5",1.45186325707711e-05,0.190940803135039,0.026,0.04,0.300971253192085
"ERO1B",1.47091781078737e-05,0.778888621351567,0.048,0.068,0.304921262176221
"GIMAP2",1.47797637096925e-05,0.954645986766548,0.097,0.078,0.306384501701925
"TMEM246",1.47856751267463e-05,2.14336291450574,0.014,0.006,0.30650704537745
"SKIV2L",1.48075819752398e-05,0.312221805832404,0.03,0.046,0.306961174346722
"RERGL",1.48555736953278e-05,2.47793141702949,0.014,0.006,0.307956042704145
"ENTPD6",1.48659079783749e-05,0.254994267693386,0.047,0.067,0.308170272391712
"ERLIN2",1.49462144800532e-05,0.211620075838549,0.039,0.057,0.309835026171503
"ZNF462",1.49959173471845e-05,1.31762206890038,0.028,0.017,0.310865366607135
"TNKS2",1.50366257481788e-05,1.04593883311147,0.108,0.09,0.311709251759747
"COMMD4",1.50658714963529e-05,0.31580494457695,0.146,0.186,0.312315516119395
"RP5-862P8.2",1.53152346266125e-05,1.52746160931756,0.016,0.007,0.317484813809678
"USP25",1.53483160886833e-05,1.16247267544661,0.07,0.052,0.318170592518405
"BAD",1.5360184017892e-05,0.935367024940245,0.193,0.182,0.318416614690902
"ZNF33B",1.55925235985613e-05,1.46253042787985,0.04,0.027,0.323233014198177
"HNRNPM",1.56183876893467e-05,0.213833899719284,0.395,0.514,0.323769176800158
"AXL",1.57927028422505e-05,0.565993014943571,0.106,0.084,0.327382729919852
"SF3B3",1.58330966553749e-05,0.251514487351488,0.057,0.078,0.328220093665922
"CCNB1",1.58467074520278e-05,-0.551620806572934,0.01,0.02,0.328502245480537
"WDR12",1.59491307394362e-05,0.113330357575582,0.046,0.064,0.330625480228512
"SSFA2",1.60093725500172e-05,0.98857567331857,0.13,0.112,0.331874292961857
"C1orf233",1.61399886603643e-05,-1.2343704724826,0.004,0.01,0.334581964929352
"RRAD",1.63051712670424e-05,0.823926023673502,0.082,0.063,0.33800620036579
"SUSD6",1.64653205178673e-05,0.361965660144977,0.084,0.112,0.341326094335389
"SLC43A2",1.64885457177326e-05,0.259893942160377,0.125,0.159,0.341807552728596
"CCL8",1.65297264221065e-05,0.155230009809009,0.009,0.017,0.342661228730268
"PTGIR",1.67551889761128e-05,1.53226848315158,0.058,0.042,0.347335067474818
"ARL4A",1.67729076718854e-05,0.100807662480638,0.385,0.462,0.347702376038184
"RPL7L1",1.67812999249775e-05,0.444178992024394,0.177,0.228,0.347876347444783
"RBBP4",1.69626752165187e-05,0.442754303808942,0.183,0.238,0.351636257238432
"SGF29",1.70205960993189e-05,1.12553460877467,0.068,0.051,0.352836957138881
"TADA3",1.72267293109772e-05,0.450630588061328,0.11,0.144,0.357110098616558
"JMJD4",1.72826132474618e-05,0.212189276211915,0.025,0.039,0.358268572619884
"CEP192",1.73453935356852e-05,1.73395347995757,0.027,0.016,0.359570007994755
"TMEM184B",1.73541882374649e-05,0.571252025285359,0.057,0.08,0.359752322162648
"CAPN3",1.73640200066465e-05,1.62896658465036,0.015,0.007,0.359956134737782
"SAP30",1.7393742571813e-05,0.373049122502796,0.081,0.108,0.360572283513684
"LOXL3",1.74276723113196e-05,-0.395397886014488,0.009,0.018,0.361275647013656
"CNIH4",1.74309018236024e-05,0.447988156031842,0.346,0.35,0.361342594803277
"LAMB3",1.75066190236533e-05,1.2689066341832,0.037,0.024,0.362912212360333
"COQ10A",1.7573521326478e-05,0.444349720795248,0.027,0.042,0.36429909709789
"PIEZO2",1.7739435956328e-05,2.26531748917041,0.01,0.003,0.36773850737468
"RAP1GDS1",1.77878428843521e-05,0.209559613224991,0.056,0.077,0.368741982992619
"LINC00961",1.79064038724308e-05,2.12482370095272,0.01,0.003,0.371199752275491
"RP5-1187M17.10",1.8012516436651e-05,2.36944577591689,0.01,0.004,0.373399465731776
"TRPC4AP",1.80241455826978e-05,0.297618957150638,0.074,0.099,0.373640537929325
"DPY19L4",1.80806044842659e-05,1.48086339407976,0.038,0.025,0.374810930958832
"PPP1R13B",1.81067063133142e-05,1.31645269379687,0.028,0.017,0.375352021875004
"CEP78",1.81394314326135e-05,2.15454323796941,0.033,0.021,0.376030413598078
"STK4",1.82789023625663e-05,0.711229385568188,0.194,0.255,0.378921645975999
"IKZF2",1.83552179515332e-05,2.0197876646226,0.01,0.003,0.380503668135284
"DPCD",1.83710711839785e-05,0.133348219903199,0.038,0.055,0.380832305643875
"NR2F1-AS1",1.84246579135357e-05,1.72430236451615,0.016,0.007,0.381943158547594
"CETN3",1.84619859434398e-05,1.18466246094548,0.088,0.07,0.382716968607507
"TMCC1",1.84815893527445e-05,1.38982200200052,0.038,0.025,0.383123347282394
"ADGRL1",1.87219787858675e-05,1.34474094761929,0.018,0.009,0.388106620231034
"EXOC4",1.88382290274004e-05,0.4208136519601,0.056,0.077,0.390516487738011
"MAP3K4",1.88642233275463e-05,1.34431317760389,0.042,0.028,0.391055349580035
"CECR2",1.88793233069568e-05,1.64430784422432,0.011,0.004,0.391368372153215
"RABIF",1.89431690884749e-05,0.331366958198656,0.085,0.112,0.392691895204085
"KDM3A",1.89530827721625e-05,1.40204150534294,0.057,0.041,0.392897405866929
"UNC13D",1.91351945398361e-05,0.291859070508281,0.04,0.058,0.396672582810801
"MRRF",1.91932275949398e-05,0.113976118400623,0.056,0.076,0.397875608043102
"RP11-473I1.5",1.9202059016208e-05,2.01580694967167,0.017,0.008,0.398058683405991
"RAB14",1.92044275088363e-05,0.797978511611544,0.226,0.217,0.398107782258177
"VSIG10L",1.94059925116908e-05,-0.872834036867951,0.004,0.011,0.40228622476735
"ARSG",1.94241171007203e-05,0.244757851103463,0.027,0.041,0.402661947497931
"RBSN",1.94269560742711e-05,1.50264435097757,0.039,0.025,0.402720799419639
"EXOC3L4",1.94644714945058e-05,0.30736953859285,0.004,0.01,0.403498494081105
"ZNF654",1.94937672874477e-05,1.18802245333252,0.042,0.028,0.404105795868791
"ROBO4",1.95771693983179e-05,1.25096389888863,0.061,0.045,0.40583472162713
"RERE",1.95891886899318e-05,1.23123248073092,0.108,0.091,0.406083881542285
"NPHP1",1.95989479801166e-05,1.64363947298796,0.019,0.01,0.406286191627818
"RRAGB",1.96893195255488e-05,1.47626928762478,0.043,0.029,0.408159593764626
"PTPN22",1.99459382074859e-05,0.874053797250394,0.054,0.038,0.413479299041183
"ABT1",1.99870882380121e-05,0.474494401185415,0.095,0.126,0.414332339173991
"NUDCD1",2.01241174783697e-05,0.290289716264525,0.046,0.065,0.417172955326605
"FMR1",2.03547773385568e-05,1.22749839043264,0.061,0.045,0.421954534228283
"SF3A2",2.03565339615136e-05,0.360331380527366,0.078,0.104,0.421990949022177
"KIAA0586",2.0363143143869e-05,1.74637937110344,0.04,0.027,0.422127957372404
"MPP5",2.04071499738784e-05,1.52932849984759,0.046,0.032,0.423040218958499
"PEX3",2.04084659154341e-05,1.38573275509533,0.045,0.031,0.423067498426949
"COLCA1",2.04959244095579e-05,1.71085134656503,0.019,0.01,0.424880513010135
"TMEM121",2.06533125423415e-05,-0.415691631339331,0.005,0.012,0.428143169002739
"SETBP1",2.09799116137842e-05,1.90111190537813,0.026,0.015,0.434913567753747
"IDUA",2.10897718997543e-05,0.478153172146708,0.028,0.042,0.437190971481908
"CLDN11",2.11113252822895e-05,1.92022509038759,0.023,0.013,0.437637773101862
"FZD5",2.12798458801746e-05,1.14476930116525,0.037,0.024,0.44113120509602
"UBR4",2.13550653809952e-05,0.381421472596099,0.095,0.125,0.44269050534803
"ZC3H14",2.13722242434406e-05,1.17936271097123,0.09,0.072,0.443046208566524
"BMI1",2.147614480671e-05,0.589373006922298,0.055,0.076,0.445200481843099
"C2orf68",2.15188502626428e-05,0.304051275684592,0.041,0.059,0.446085765944585
"HPS5",2.15801911534203e-05,1.04006969829437,0.071,0.054,0.447357362610403
"CTBP1",2.15948555340783e-05,0.365987082270003,0.093,0.121,0.447661355221444
"SH3GLB2",2.16727477856046e-05,0.244135624271882,0.03,0.045,0.449276061595584
"MTMR14",2.16899180488599e-05,0.273715145790689,0.123,0.158,0.449632001152866
"ACAP2",2.18469854480884e-05,0.934457328328495,0.156,0.14,0.452888008338873
"LGALSL",2.19237965542503e-05,1.22094620412826,0.047,0.032,0.454480302569609
"PHOSPHO2",2.19757456877664e-05,1.78904394038862,0.018,0.009,0.455557208107397
"MZT1",2.1987581164604e-05,0.355985812074755,0.089,0.117,0.455802557542242
"ARHGEF2",2.20075832510062e-05,0.433215951858075,0.098,0.129,0.456217200793359
"RP11-850A17.1",2.21162566634552e-05,-0.377364346145509,0.005,0.011,0.458470000633425
"IPO4",2.22149185875795e-05,-0.366779755250161,0.009,0.017,0.460515262320522
"MMP2",2.22629426291221e-05,0.803790148989061,0.088,0.07,0.461510800701701
"LZIC",2.24887963313412e-05,0.336846917026226,0.069,0.093,0.466192747948703
"ETV5",2.25094353473065e-05,0.989964850047825,0.072,0.055,0.466620594749664
"TRDMT1",2.25251881724698e-05,0.130934985887917,0.016,0.028,0.466947150815298
"MDM1",2.25795549264308e-05,0.4476205109202,0.019,0.031,0.468074173624911
"NKIRAS2",2.26187038365234e-05,0.376177425028825,0.077,0.103,0.468885730531131
"CTBS",2.27582839907327e-05,0.490262365565846,0.149,0.193,0.471779227127889
"TTC14",2.28503162114011e-05,1.19777407545097,0.123,0.106,0.473687055062345
"RP11-254F7.2",2.28625239164522e-05,1.94325736350685,0.024,0.014,0.473940120788055
"ENTPD4",2.2898984038675e-05,0.352268506185573,0.03,0.046,0.474695939121732
"UIMC1",2.31730637181024e-05,0.572821866477743,0.046,0.066,0.480377610876264
"MLXIP",2.31754067712332e-05,0.346564635794487,0.103,0.135,0.480426182367664
"RAVER2",2.33362359948498e-05,1.82237922335774,0.017,0.008,0.483760172173236
"HOXB7",2.34247776170413e-05,1.81331801785965,0.028,0.017,0.485595640001266
"TTC39C",2.3454193417536e-05,0.200342618588013,0.043,0.061,0.48620542954552
"ANAPC5",2.34672996930601e-05,0.524277521105357,0.176,0.229,0.486477122637135
"GUK1",2.34910220932629e-05,0.404408800248902,0.645,0.763,0.48696888799334
"DIP2A",2.36625729618739e-05,1.43411989321626,0.051,0.037,0.490525137499647
"PLEKHG3",2.37080616518831e-05,2.18961463505456,0.012,0.005,0.491468118043536
"CCNT1",2.38165058785679e-05,1.19159525879094,0.069,0.052,0.493716166862714
"LPIN3",2.38424812450747e-05,2.501045462507,0.011,0.004,0.494254636210399
"PPP1R10",2.38470020696384e-05,0.925197397271434,0.205,0.195,0.494348352903604
"DPH5",2.39020750837769e-05,1.08897354708807,0.075,0.058,0.495490016486696
"CSTF1",2.40100462149261e-05,0.47939752907507,0.044,0.063,0.497728258035417
"CACNA2D1",2.40301625139306e-05,2.58965751261152,0.01,0.004,0.498145268913782
"RP11-178C3.2",2.4054795603053e-05,-1.2419790073788,0.004,0.01,0.498655912851289
"URI1",2.40964521252197e-05,0.269866132723646,0.067,0.09,0.499519452555804
"AGAP1",2.44472584522438e-05,1.68457233211768,0.016,0.007,0.506791667715014
"ARFGEF2",2.45375247415773e-05,0.246769871098769,0.035,0.051,0.508662887892898
"KIZ",2.4623411847011e-05,0.707027886908802,0.026,0.04,0.510443327588538
"SMIM20",2.46633212249519e-05,0.36248848509443,0.143,0.184,0.511270648993253
"RAMP2-AS1",2.47121357646584e-05,2.24183964343906,0.01,0.004,0.512282574401368
"RABGAP1L",2.48847895033858e-05,0.884778679587588,0.099,0.08,0.515861686405188
"FAT1",2.51712650581873e-05,1.48895172042508,0.019,0.01,0.521800324656222
"WDR83OS",2.53251329660908e-05,0.112438562276211,0.499,0.66,0.524990006387062
"DDX3X",2.53475290031364e-05,0.201494639226912,0.421,0.539,0.525454276235017
"FAM172A",2.53568558270877e-05,1.13872347654811,0.069,0.052,0.525647621295529
"PIGF",2.54769032143856e-05,0.408247861673358,0.085,0.112,0.528136203634213
"RP11-356I2.4",2.54986279441474e-05,0.232830274457275,0.02,0.032,0.528586557282175
"C19orf81",2.55705417994435e-05,1.79800338170794,0.011,0.004,0.530077331502464
"ZNF574",2.56913292889332e-05,0.256613413117672,0.023,0.036,0.532581256159586
"TRAPPC10",2.57111429554599e-05,1.78174322298612,0.035,0.023,0.532991993466683
"CASP2",2.57215450489245e-05,0.190712023043022,0.02,0.032,0.533207628864205
"SCTR",2.57957075935894e-05,1.41767697073571,0.01,0.003,0.534745018415109
"BCAT2",2.58127844634903e-05,1.09772445647184,0.091,0.073,0.535099021928154
"KCTD12",2.58274261107635e-05,0.261137888662432,0.252,0.316,0.535402543276128
"MYO9B",2.60575094075643e-05,0.138014310638181,0.106,0.136,0.540172170018807
"STXBP3",2.60979496269383e-05,1.08136963327163,0.127,0.11,0.54101049576643
"SMAD5",2.61327102604022e-05,1.19578035960239,0.088,0.07,0.541731083698138
"SWI5",2.61530686411953e-05,1.18372006260659,0.098,0.081,0.542153112931978
"PIGA",2.6418434147553e-05,0.973850445166494,0.075,0.058,0.547654139878775
"RRP36",2.64958329037303e-05,0.284078459557231,0.033,0.049,0.54925861609433
"NDUFS3",2.66544286923647e-05,0.402060365675062,0.239,0.31,0.55254630679272
"PIFO",2.67658615085121e-05,0.844921143105044,0.014,0.006,0.554856309071456
"PAIP2",2.68755067402763e-05,0.564918186579425,0.439,0.51,0.557129254725928
"RSAD1",2.69918604684445e-05,0.326941281520131,0.037,0.053,0.559541267510855
"JOSD1",2.70694233181309e-05,0.326522571022076,0.11,0.143,0.561149145384853
"SDHAF4",2.70716196268288e-05,-0.153202741724867,0.015,0.025,0.561194674864162
"HLTF",2.71275026135287e-05,1.47286323246275,0.042,0.029,0.562353129178449
"UNKL",2.7277230270431e-05,0.63542237911857,0.016,0.027,0.565456983506035
"AP3M1",2.74822590426177e-05,0.330265915790193,0.044,0.062,0.569707229953464
"MDH1",2.76154802396889e-05,0.280114267397673,0.286,0.367,0.572468905368751
"PMM2",2.76388610966047e-05,0.449609571609461,0.024,0.037,0.572953590532616
"DCAF6",2.77439244541499e-05,1.07700328514441,0.085,0.067,0.575131553934528
"NLRC5",2.79966755262417e-05,0.202908791272217,0.018,0.03,0.580371083658991
"MCM2",2.79977808598787e-05,-0.557936417112004,0.006,0.013,0.580393997225286
"ZNF141",2.81307097569608e-05,1.67118481915651,0.026,0.015,0.583149613261797
"ATP5O",2.81431059057843e-05,0.291599819421517,0.592,0.699,0.583406585426908
"ATL2",2.83195152095331e-05,1.11470050327551,0.055,0.04,0.587063550293621
"ILVBL",2.83546133976327e-05,0.391635887500549,0.078,0.103,0.587791135732925
"LAMTOR1",2.89417069716407e-05,0.442383975795822,0.471,0.537,0.599961585522113
"UTP14C",2.89589935847047e-05,1.45709047187409,0.031,0.02,0.600319937010929
"NR2C2AP",2.90236480925942e-05,0.17223355860324,0.036,0.052,0.601660224959478
"TBC1D14",2.91074927359553e-05,0.303427716317469,0.043,0.061,0.603398324416354
"PDE6G",2.92666653029578e-05,-0.617043341480343,0.005,0.012,0.606697971730314
"METTL4",2.92941873606084e-05,0.554545255023996,0.02,0.032,0.607268503985412
"DDX21",2.93081022888516e-05,0.192797051038619,0.389,0.491,0.607556960447894
"TMEM14C",2.93088632383481e-05,0.601543893066405,0.388,0.435,0.607572734930957
"RWDD4",2.93905738251134e-05,0.406400998359006,0.088,0.116,0.609266595394601
"C3orf17",2.98054865745953e-05,0.386533010272919,0.054,0.075,0.61786773669136
"FLNA",3.00930137852222e-05,0.299015221578748,0.328,0.398,0.623828175767656
"DHDH",3.01385502534936e-05,1.1820528045243,0.013,0.006,0.624772146754923
"SLC35B2",3.01411674316873e-05,0.497067575796306,0.056,0.077,0.624826400858879
"SMAD3",3.01597429587855e-05,1.05034290518239,0.032,0.02,0.625211471535623
"PAXIP1-AS2",3.01613282625202e-05,1.84211593056927,0.014,0.007,0.625244334882044
"HNRNPK",3.02555152576273e-05,0.246518205041267,0.651,0.747,0.627196831290613
"MEF2C-AS1",3.03191649005814e-05,0.15021917971936,0.004,0.01,0.628516288389052
"PSMC2",3.04581464274121e-05,0.301989421278095,0.199,0.252,0.631397375440252
"TP53INP2",3.05160819267066e-05,0.184817110778293,0.033,0.048,0.632598378340627
"BICC1",3.10019856029706e-05,1.84296755423111,0.014,0.006,0.642671161549581
"PRR3",3.1289262333696e-05,0.134311579421297,0.024,0.037,0.648626408177518
"ZNF680",3.13584533022876e-05,1.63008854938512,0.026,0.015,0.650060736956422
"TDRP",3.13991050149619e-05,1.68003391966548,0.023,0.013,0.65090344696016
"YY1AP1",3.1673141816001e-05,0.28122911987733,0.071,0.095,0.6565842298457
"C18orf21",3.17884890034672e-05,0.365407850618188,0.048,0.067,0.658975377041875
"SIRT2",3.1987164077663e-05,0.436167173639983,0.128,0.165,0.663093911329954
"SRCAP",3.23908525167199e-05,-0.448945658188719,0.006,0.013,0.671462372671603
"RAB38",3.24727712969051e-05,1.07414415204856,0.025,0.015,0.673160548984842
"FKBP5",3.25169735708787e-05,0.296381058537967,0.341,0.444,0.674076862124314
"C9orf91",3.29020396925615e-05,-0.339925958736793,0.014,0.024,0.682059282826799
"HIVEP2",3.30383676224419e-05,0.188912699270885,0.016,0.027,0.684885360813221
"PITPNA-AS1",3.32182725794932e-05,0.68850747631368,0.039,0.056,0.688614790572893
"MAN2C1",3.33139785045311e-05,0.268652814853849,0.06,0.082,0.69059877439893
"OARD1",3.34088538208968e-05,0.986065673065157,0.159,0.145,0.69256553970719
"KAZALD1",3.36841658158041e-05,1.77439403191849,0.015,0.007,0.69827275736162
"ELOVL5",3.38700376436757e-05,0.225790798431158,0.158,0.199,0.702125880353396
"PJA2",3.38795497200007e-05,1.07626097940779,0.173,0.162,0.702323065695614
"CPSF3",3.3913620378179e-05,0.210195189427308,0.059,0.08,0.703029350439652
"ADGRA3",3.41239387038622e-05,1.92933640149413,0.01,0.003,0.707389249331064
"NADK2",3.43195796077789e-05,0.221424661411683,0.019,0.031,0.711444885269256
"TMEM173",3.43236352228687e-05,0.567711418085825,0.194,0.176,0.711528958170069
"ELF2",3.44883961040423e-05,1.08534963293692,0.146,0.131,0.714944451236798
"AKIRIN2",3.4550249258273e-05,0.240274164187019,0.251,0.318,0.716226667124
"ZNF512",3.45528673187672e-05,1.48046346767216,0.029,0.017,0.716280939518043
"BAIAP2-AS1",3.46202586067978e-05,1.22580418087357,0.019,0.01,0.717677960918917
"FLT1",3.46906560221358e-05,0.545074459774549,0.082,0.11,0.719137299338875
"SHISA4",3.48164213438006e-05,1.48537136634639,0.029,0.018,0.721744414456986
"MSX1",3.48172428366066e-05,-0.173373433376246,0.011,0.02,0.721761444002854
"MIB1",3.48776306573571e-05,1.19856118883795,0.044,0.031,0.723013283527012
"APTX",3.48868582480104e-05,0.318714254298985,0.056,0.077,0.723204571481256
"KCTD20",3.48959420284582e-05,0.337218677021091,0.083,0.109,0.723392878249937
"LPCAT3",3.49180398514153e-05,0.996365567859553,0.096,0.078,0.72385096611984
"EIF5",3.51297503643967e-05,0.124606434704968,0.527,0.697,0.728239725053944
"IRAK1BP1",3.53015722979263e-05,1.98188970089294,0.013,0.006,0.731801593736012
"NUPL2",3.53877615961756e-05,0.413306120578822,0.058,0.08,0.733588297888721
"FADD",3.54544771979556e-05,0.238474612688952,0.036,0.052,0.73497131231362
"RBM45",3.55503625379817e-05,0.157115869880665,0.024,0.037,0.73695901541236
"SPESP1",3.55729561216778e-05,1.71815319747077,0.014,0.006,0.737427380402381
"RABEPK",3.55920260919882e-05,0.496564512806879,0.045,0.063,0.737822700886915
"PRRC2C",3.56061423545941e-05,0.759088362846507,0.353,0.383,0.738115331010736
"WBSCR16",3.58547471674749e-05,0.327018458889937,0.05,0.069,0.743268908781755
"ZBTB37",3.59734731652729e-05,1.53377033819436,0.021,0.011,0.745730098716108
"RP11-350N15.5",3.60720610529289e-05,-0.105667174249782,0.005,0.012,0.747773825627216
"ZNF791",3.63503825073184e-05,0.658800125397185,0.114,0.15,0.753543429376711
"IKZF4",3.63715736905005e-05,1.23542158703553,0.019,0.01,0.753982722604076
"ZCCHC6",3.6415468588562e-05,0.469188124198707,0.098,0.128,0.75489266384089
"HSPB11",3.64712397688287e-05,0.37339545677054,0.182,0.232,0.756048800407818
"SNX2",3.65982059221644e-05,0.176750158948396,0.32,0.403,0.758680808766468
"CEP112",3.67687356355656e-05,1.3524481097506,0.029,0.018,0.762215889725275
"CLIC2",3.67907709884208e-05,0.715125253057453,0.126,0.106,0.762672682589962
"POLG",3.68577933622422e-05,0.33116913822381,0.041,0.058,0.764062056399282
