"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TVP23B",1.28448699845796e-23,-0.315277611309466,0.033,0.074,2.66274154780336e-19
"USB1",1.35112654307132e-23,-0.412679434817482,0.053,0.102,2.80088532378684e-19
"RPL28",1.44961397832403e-23,0.179248288075065,0.978,0.992,3.00504977706572e-19
"IL20RA",1.51580471744895e-23,3.17689832654338,0.024,0.003,3.14226317927167e-19
"ADAM28",1.51953142004094e-23,-0.399946062251002,0.029,0.069,3.14998863374486e-19
"KIAA0408",1.56828438611853e-23,5.91275909385809,0.019,0,3.25105353242372e-19
"NBN",1.60710261892275e-23,-0.108269041888873,0.102,0.171,3.33152372902687e-19
"PRKACB",1.61339897412714e-23,-0.153060477471633,0.051,0.101,3.34457607336556e-19
"PSMG1",1.63121160831064e-23,-0.212133678544596,0.111,0.18,3.38150166402797e-19
"CTSW",1.66905527243925e-23,1.88260366436839,0.074,0.033,3.45995157976657e-19
"PPARD",1.8381891264997e-23,-0.871666368680017,0.021,0.056,3.81056605923388e-19
"PITPNC1",1.9817910782062e-23,-0.453316281813271,0.044,0.089,4.10825290512145e-19
"NETO2",2.17870448109969e-23,-0.357756756919999,0.031,0.071,4.51645438931967e-19
"EPN2",2.21633487140435e-23,2.18424790747248,0.071,0.032,4.59446218842122e-19
"FGFBP2",2.31645615887168e-23,5.65033853990925,0.022,0.001,4.802013617341e-19
"PDSS1",2.48899450720336e-23,-0.879685636290013,0.021,0.054,5.15968561343257e-19
"PRDX5",2.60926620610246e-23,0.770077370188683,0.538,0.628,5.4090088452504e-19
"ME2",2.65472969642575e-23,-0.247462053625248,0.091,0.154,5.50325466069059e-19
"ASH1L",2.71990661807584e-23,1.51361986641193,0.206,0.156,5.63836641927121e-19
"TCL1A",2.75086677373024e-23,-5.98376183553865,0.001,0.016,5.70254682194279e-19
"DHRS4",2.87886397553622e-23,-0.335242086722723,0.04,0.084,5.96788502128657e-19
"DOK5",2.91599041868687e-23,-2.96580697978548,0.002,0.019,6.04484813793787e-19
"SNAI3",2.92729301229165e-23,-0.939559619656859,0.011,0.038,6.06827841448059e-19
"MPHOSPH6",2.95259421562852e-23,-0.244687164719202,0.168,0.251,6.12072780899793e-19
"IGFBP4",3.08569207882506e-23,-0.858119701065267,0.204,0.28,6.39663967940434e-19
"SAR1B",3.16416095266857e-23,0.193533630199961,0.161,0.256,6.55930565488194e-19
"RAVER1",3.22523085466247e-23,-2.12563344918253,0.003,0.022,6.6859035617153e-19
"WFDC1",3.22905714954533e-23,1.84333300195933,0.06,0.024,6.69383547100747e-19
"AQP1",3.22974318737256e-23,1.06935669327783,0.272,0.212,6.69525762742331e-19
"CHD1",3.2881512569099e-23,1.29403618176455,0.273,0.228,6.81633755557422e-19
"DNAJC2",3.3122234194701e-23,-0.108645162239257,0.096,0.162,6.86623914856152e-19
"PDE4B",3.33702450297545e-23,0.473192033894147,0.163,0.264,6.91765179466811e-19
"PRPS1",3.36270359242777e-23,-0.191610056338846,0.067,0.122,6.97088454710276e-19
"ID2",3.67277106440446e-23,0.529384350696775,0.504,0.468,7.61365441651044e-19
"FAM174B",3.9389473002953e-23,2.87847679778485,0.042,0.012,8.16543775351217e-19
"ARHGEF26",4.10656408493795e-23,3.012719898903,0.037,0.009,8.51290734807636e-19
"NTHL1",4.1743803788594e-23,1.59646634164035,0.11,0.063,8.65349052537554e-19
"TMEM19",4.31565462846349e-23,0.141748292664725,0.063,0.118,8.94635204480482e-19
"MYPOP",4.33596836074927e-23,-0.594262385174186,0.01,0.036,8.98846241183324e-19
"AADAC",4.61153716996922e-23,3.63309057862566,0.02,0.001,9.55971655334619e-19
"UBE2E3",4.64978897568931e-23,0.119612196311307,0.169,0.264,9.63901254660395e-19
"ELOVL1",4.85013808121463e-23,-0.118912522535161,0.101,0.169,1.00543362423579e-18
"RHOC",5.08729469085486e-23,0.970285142825708,0.381,0.346,1.05459618941421e-18
"ALDH1L1",5.52552334680695e-23,8.22657137458803,0.018,0,1.14544098979308e-18
"RBM47",6.05813531149272e-23,-0.296246202614681,0.163,0.242,1.25585145007244e-18
"AHCYL2",6.12212704070438e-23,2.38459078090555,0.042,0.012,1.26911693553802e-18
"GMFB",6.18545160617128e-23,-0.354358117260164,0.08,0.138,1.28224411795931e-18
"CASP3",6.20858615653155e-23,0.307864517611264,0.083,0.147,1.28703991024899e-18
"CD80",6.26729190464739e-23,-1.58671033902636,0.007,0.031,1.2992096118334e-18
"RP11-635O16.2",6.29545704212778e-23,4.42135345994967,0.019,0.001,1.30504824483309e-18
"CCDC141",6.34398399905464e-23,3.00606881960184,0.027,0.004,1.31510788300403e-18
"VASN",6.40281243604201e-23,1.94783787221044,0.062,0.025,1.32730301799151e-18
"RP11-983P16.4",6.93687462784512e-23,2.24138063708029,0.05,0.017,1.43801411035229e-18
"KCNMB4",6.99928094096212e-23,3.4198812025779,0.027,0.004,1.45095093906145e-18
"RCC1",7.06149261330105e-23,-0.711051270238525,0.035,0.076,1.46384741873731e-18
"CSF2RA",7.08089176320144e-23,-0.411808606518615,0.088,0.147,1.46786886251166e-18
"SMARCA5",7.21521308263084e-23,1.31552561801902,0.239,0.192,1.49571367202937e-18
"FAF1",7.45492742701071e-23,-0.350958006929226,0.038,0.08,1.54540645561932e-18
"ALDH1L2",7.57685763509053e-23,-0.630348567361239,0.005,0.027,1.57068258775427e-18
"UBA52",7.73063240686532e-23,0.219732561154532,0.954,0.979,1.60256009794318e-18
"FRYL",7.8497453518167e-23,1.78000587492796,0.12,0.072,1.6272522114316e-18
"EFNB2",7.94732465354773e-23,1.94356525689504,0.077,0.036,1.64748040068045e-18
"AMPD3",8.07192578653428e-23,-1.20789806602593,0.011,0.037,1.67331021554856e-18
"NOTCH4",8.57363101682704e-23,1.8081666433414,0.094,0.05,1.77731370978825e-18
"SLC35A1",8.74917312734654e-23,1.67555115351493,0.096,0.051,1.81370358929894e-18
"MMP1",8.89135468178745e-23,-4.6640679261857,0.001,0.017,1.84317782553454e-18
"BET1",9.46924720877825e-23,0.159204999203392,0.102,0.172,1.96297494637973e-18
"CREM",1.00245754360415e-22,0.341399958651043,0.285,0.426,2.0780944878914e-18
"TLR10",1.06073163525474e-22,-3.9827923819666,0.001,0.015,2.19889667988307e-18
"H2AFX",1.07401929130256e-22,-0.146331867533513,0.057,0.108,2.22644199087021e-18
"SFXN3",1.14348533502814e-22,-0.338715565989176,0.056,0.106,2.37044509951334e-18
"WDR46",1.1804227973762e-22,-0.299113782533393,0.08,0.138,2.44701645896086e-18
"SLC25A36",1.21404792240536e-22,1.4212771782938,0.174,0.122,2.51672134314632e-18
"ATP2C2",1.23328575046817e-22,3.72935321269282,0.022,0.002,2.55660136072052e-18
"ASS1",1.24096137456575e-22,-0.576767443958708,0.048,0.094,2.5725129294748e-18
"ABO",1.30957701910653e-22,2.53728285228535,0.036,0.009,2.71475316060783e-18
"LRRC36",1.34993348313891e-22,3.60605117907465,0.022,0.002,2.79841211054696e-18
"TRMT2A",1.40284460398954e-22,-0.161421098219013,0.045,0.091,2.90809686407031e-18
"PGD",1.49159128690768e-22,-0.10185397410068,0.215,0.313,3.09206873775962e-18
"SELP",1.49787363184199e-22,-1.14956750029892,0.011,0.038,3.10509203880844e-18
"CPM",1.62657550598188e-22,0.893666892612872,0.312,0.26,3.37189102390043e-18
"NUCB2",1.71517837062463e-22,0.267174313716512,0.191,0.297,3.55556476230485e-18
"CLMN",1.7940383537055e-22,-0.493383364777681,0.027,0.063,3.71904150723151e-18
"UBE2S",1.87627777534608e-22,-0.189025714533926,0.083,0.143,3.88952382829242e-18
"RFC1",2.09165272296944e-22,1.56505132633104,0.175,0.125,4.33599609471566e-18
"TRMT6",2.219671652592e-22,-0.458781213097491,0.073,0.128,4.60137933582322e-18
"DCTD",2.24127300615143e-22,-0.105535209713398,0.103,0.169,4.64615894175192e-18
"PPL",2.24762690146827e-22,2.66087509610536,0.032,0.007,4.65933056674373e-18
"PRMT5",2.25683153160888e-22,-0.31616214566904,0.043,0.087,4.6784117650252e-18
"MCCC1",2.32380305763139e-22,1.88452632185183,0.074,0.035,4.81724373846988e-18
"FCRLB",2.37561517466461e-22,-1.11077054918463,0.005,0.025,4.92465025707974e-18
"GOLT1A",2.37573922030945e-22,3.56158743153285,0.023,0.002,4.92490740370149e-18
"NARF",2.38339567777328e-22,0.136335906470525,0.098,0.165,4.94077924002401e-18
"ABHD16A",2.41807369532072e-22,-1.68170578795504,0.003,0.021,5.01266677039985e-18
"RUBCN",2.68143663144686e-22,-0.12002392626743,0.031,0.069,5.55861813698934e-18
"ADSL",2.86660308564712e-22,-0.133425167081237,0.094,0.157,5.94246819654647e-18
"DTX2",2.96986039307307e-22,-0.645167643733172,0.029,0.065,6.15652059484048e-18
"TANC2",3.0117129451649e-22,1.53317529320649,0.063,0.026,6.24328093532684e-18
"ZNF704",3.1055861585184e-22,2.92239663408979,0.032,0.007,6.43788010660864e-18
"QKI",3.15835750066716e-22,1.16137005912,0.246,0.198,6.54727509888302e-18
"HMGN1",3.25896387766842e-22,-0.175178127150013,0.458,0.637,6.75583211840664e-18
"RUFY1",3.40525774146612e-22,-0.158302787965146,0.077,0.135,7.05909929805927e-18
"PCDH12",3.41056023247738e-22,3.00449025855222,0.032,0.007,7.07009136192561e-18
"CTSC",3.59906476548652e-22,0.131583567089153,0.375,0.538,7.46086125885356e-18
"APLNR",3.6345117124361e-22,-2.83621958718415,0.002,0.018,7.53434277988004e-18
"CACNA1D",3.6590551408268e-22,5.11243235356161,0.021,0.001,7.58522130693395e-18
"DNAJB14",3.67566875316451e-22,1.36930724990191,0.167,0.116,7.61966132531003e-18
"AC006129.2",3.85971266183018e-22,-0.103886601441556,0.013,0.041,8.00118434797397e-18
"ARSB",4.02311685483381e-22,-0.69561819692519,0.022,0.056,8.33992124007049e-18
"PCM1",4.06364430139727e-22,1.24710013778947,0.23,0.181,8.42393463679655e-18
"MAF",4.25595424603078e-22,1.61685011310835,0.139,0.09,8.82259315202181e-18
"NOB1",4.3667420539346e-22,-0.131163063034425,0.1,0.166,9.05225627780643e-18
"FAM46B",4.37873702863213e-22,2.60976379568403,0.029,0.005,9.07712186035441e-18
"PPA1",4.72810409853147e-22,0.789314218870843,0.471,0.494,9.80135979625574e-18
"DCBLD2",4.87755202220699e-22,1.89426219046091,0.042,0.013,1.01111653420351e-17
"MXD1",5.08442629320249e-22,0.301905693197986,0.173,0.267,1.05400157058088e-17
"BCLAF1",5.22636958028932e-22,1.06766026307743,0.341,0.316,1.08342641399398e-17
"APEH",5.70834664914661e-22,-0.160483233418214,0.07,0.125,1.18334026036809e-17
"ROS1",6.03126726410455e-22,3.63571924470219,0.02,0.001,1.25028170384887e-17
"EFTUD2",6.24319663347727e-22,-0.278259068866499,0.055,0.103,1.29421466211984e-17
"NKD2",6.26290817614127e-22,2.67270984561017,0.036,0.01,1.29830086491409e-17
"IKZF3",6.89136175513917e-22,0.140718770148347,0.017,0.048,1.42857929184035e-17
"TPT1",6.99411386523938e-22,0.112783855417431,0.984,0.994,1.44987980426412e-17
"ATP2B1",7.06335020426759e-22,0.133098120475223,0.251,0.37,1.46423249734467e-17
"MECOM",7.26152890999945e-22,1.57670932692351,0.069,0.031,1.50531494304289e-17
"PTPN12",7.27909225711332e-22,1.03066315700513,0.224,0.169,1.50895582489959e-17
"C3",7.41939511197919e-22,0.849748213443218,0.12,0.071,1.53804060671329e-17
"NR2F1",7.42071455387828e-22,2.19957929138107,0.052,0.019,1.53831412701897e-17
"SLC46A2",7.8184505039685e-22,2.81369621077995,0.029,0.005,1.62076478947267e-17
"TOR2A",7.84573669347484e-22,-0.25287480498377,0.048,0.094,1.62642121655733e-17
"GNPDA1",7.88042403309865e-22,-0.267688683819844,0.08,0.136,1.63361190206135e-17
"TAF7",7.96586229874307e-22,1.24008116784256,0.355,0.343,1.65132325452944e-17
"PLSCR4",8.98322219033237e-22,1.84549326225312,0.059,0.024,1.8622219600559e-17
"TCEAL1",9.3494834202086e-22,1.52272281600576,0.135,0.086,1.93814791300924e-17
"DCPS",9.66158173425772e-22,0.200900999902486,0.061,0.114,2.00284589351162e-17
"IGKV6-21",9.81110960896562e-22,-6.66242573321947,0,0.013,2.03384302193857e-17
"TSHR",9.81110960896562e-22,-6.15774658599248,0,0.013,2.03384302193857e-17
"RNF220",1.03145914356579e-21,-0.290533443851392,0.055,0.104,2.13821480461189e-17
"VAMP1",1.04157882046527e-21,-0.830034529242539,0.006,0.028,2.15919289482451e-17
"KLK1",1.04558931323852e-21,-1.20316593344632,0.005,0.024,2.16750664634344e-17
"JAML",1.0621001589714e-21,0.860735708477201,0.193,0.136,2.20173362954771e-17
"SPON1",1.19447372728942e-21,2.37859080820332,0.046,0.016,2.47614403667097e-17
"GLUL",1.26577185091972e-21,-0.388002416574425,0.624,0.665,2.62394504695658e-17
"WWC3",1.31253505505622e-21,1.70189856525815,0.077,0.038,2.72088516913153e-17
"RP11-670E13.6",1.32179364532436e-21,-0.477961931825257,0.051,0.097,2.7400782267574e-17
"COX6A1",1.32880072099759e-21,0.359165875104408,0.691,0.8,2.75460389462801e-17
"TMEM206",1.37256096670972e-21,-0.46840527484716,0.026,0.062,2.84531888398926e-17
"RP11-102N12.3",1.3916094732787e-21,-0.76904546959603,0.015,0.044,2.88480643810674e-17
"GART",1.41941726523661e-21,-0.350040620560402,0.05,0.096,2.94245199083549e-17
"KANK3",1.43252020367634e-21,1.65639771073287,0.088,0.046,2.96961438222106e-17
"RASSF8",1.43856533685821e-21,2.33065620477121,0.044,0.014,2.98214594330706e-17
"FHDC1",1.44370425906967e-21,3.32667532506773,0.023,0.003,2.99279892905143e-17
"YIPF2",1.47355413990171e-21,0.132363930864196,0.088,0.15,3.05467773201625e-17
"KTI12",1.47736607394233e-21,-0.435189809177793,0.02,0.051,3.06257987128246e-17
"MAP2K1",1.50250372114269e-21,-0.13250327834465,0.193,0.283,3.1146902139288e-17
"STMN1",1.5306650927578e-21,0.770676720738643,0.232,0.177,3.17306873728692e-17
"RPSA",1.54410267133059e-21,0.15197949589929,0.887,0.945,3.20092483766832e-17
"PSMB8",1.62193878772766e-21,0.191350733334642,0.315,0.468,3.36227910695945e-17
"PPP1CB",1.65194001355364e-21,0.919061140366424,0.428,0.425,3.4244716480967e-17
"RP11-649E7.5",1.66734765414503e-21,-3.67714997905386,0.001,0.015,3.45641168704264e-17
"RAC1",1.73957643670899e-21,0.333142027059212,0.796,0.833,3.60614195329774e-17
"MAPKAPK3",1.83523054318117e-21,-0.257623776509498,0.109,0.174,3.80443291601456e-17
"TMEM139",1.90703991788143e-21,4.41815436441702,0.02,0.001,3.9532937497682e-17
"NCF2",1.92932741038444e-21,-0.140130013814548,0.201,0.295,3.99949572172693e-17
"SPAG9",1.95431496827831e-21,1.09934779221844,0.236,0.187,4.05129492924095e-17
"EPB41L3",2.01097664954043e-21,-0.249525873034285,0.075,0.13,4.16875459449731e-17
"LINC00847",2.04627561582631e-21,-0.480802081227964,0.027,0.062,4.24192935160795e-17
"CTSE",2.16143237994671e-21,1.93584942192624,0.032,0.008,4.48064932362954e-17
"KMT2E-AS1",2.18764883251621e-21,-0.340145644417161,0.043,0.086,4.53499602980611e-17
"GNG12",2.3069968661057e-21,1.48782499808426,0.092,0.049,4.78240450343712e-17
"NGRN",2.30983332228648e-21,-0.436064850045883,0.02,0.051,4.78828447709987e-17
"ATXN2L",2.38114674904122e-21,-0.183836681858683,0.058,0.107,4.93611721076245e-17
"SF3B4",2.38350246477327e-21,-0.124724024083819,0.096,0.158,4.94100060947498e-17
"RPS27L",2.46062046007541e-21,-0.184699783962677,0.603,0.8,5.10086621373632e-17
"LEF1",2.46878636740458e-21,-0.972024779701996,0.006,0.026,5.11779413962969e-17
"METTL21A",2.48179508859122e-21,-0.166145576623718,0.066,0.118,5.1447612186496e-17
"HACD1",2.53141180779187e-21,1.34665684998974,0.071,0.033,5.24761667755255e-17
"PLIN5",2.54026958016631e-21,2.2394227376637,0.036,0.01,5.26597883968477e-17
"ENAH",2.58239288886552e-21,1.68512999988552,0.081,0.041,5.35330045861823e-17
"PPRC1",2.58406170003065e-21,-0.619988649265586,0.03,0.067,5.35675990416353e-17
"SRPX2",2.59149420562993e-21,3.67546099871764,0.024,0.003,5.37216748827085e-17
"B3GNT8",2.61210061542851e-21,1.85418417816428,0.047,0.016,5.41488457578331e-17
"CDK14",2.62657069243857e-21,-0.467136322830794,0.021,0.054,5.44488104542515e-17
"ZFP36",2.67599792472724e-21,0.262604273717952,0.816,0.877,5.54734369795957e-17
"SPEF2",2.70900002925009e-21,3.28104219995097,0.026,0.004,5.61575706063544e-17
"HIST1H4J",2.71110752277133e-21,-1.39905266741446,0.003,0.022,5.62012589470496e-17
"TLN1",2.7468786374632e-21,1.14691835337364,0.298,0.261,5.69427941546121e-17
"ASB1",2.78729272027285e-21,-0.554701631369686,0.029,0.065,5.77805780912561e-17
"ADARB1",2.84981905044155e-21,2.30301643489546,0.049,0.018,5.90767489156534e-17
"EEF2KMT",2.92567234922198e-21,-0.425804212507977,0.018,0.048,6.06491877993716e-17
"HK2",2.99213289929713e-21,-0.780001763032846,0.044,0.086,6.20269150024295e-17
"TDP2",3.01997961762657e-21,-0.208146311360803,0.113,0.179,6.26041774733988e-17
"RUVBL1",3.09695025268494e-21,-0.211301570787839,0.061,0.11,6.41997787381588e-17
"MOCS2",3.42180116619879e-21,1.38023198734197,0.147,0.097,7.09339381753009e-17
"CXCL9",3.64506689107451e-21,-3.66409928219083,0.001,0.015,7.55622366519746e-17
"ISL2",3.6491138209144e-21,-5.96433327592366,0,0.013,7.56461295075554e-17
"MYO1C",3.67705042505565e-21,1.49239426961159,0.154,0.105,7.62252553114036e-17
"NSMCE3",3.68166859449652e-21,0.196106265594119,0.084,0.145,7.63209899639129e-17
"C1QB",3.70483227365127e-21,1.68464235751435,0.381,0.363,7.68011730327908e-17
"SLC25A32",3.82514229144344e-21,-0.226544050878891,0.049,0.094,7.92951997016226e-17
"CENPV",3.98305846235211e-21,1.82894149607105,0.045,0.015,8.25688019245592e-17
"CEBPD",4.31434990290577e-21,-0.529598140236518,0.551,0.626,8.94364734872365e-17
"SPSB1",4.35942215372192e-21,-0.380391373390895,0.027,0.062,9.03708212466554e-17
"PACSIN3",4.86398388777225e-21,2.88476977283565,0.041,0.013,1.00830385993519e-16
"ATP5E",5.0686682772042e-21,-0.238878037364026,0.907,0.964,1.05073493386443e-16
"RPS6KA2",5.23742979370691e-21,1.46850107527718,0.108,0.063,1.08571919623544e-16
"RP11-1391J7.1",5.35553949749845e-21,2.2855179324037,0.046,0.016,1.11020333783143e-16
"NOMO1",5.40917997026306e-21,-0.82527442009266,0.012,0.038,1.12132300783553e-16
"MARCH3",5.65429202129467e-21,-0.821366627546586,0.013,0.04,1.17213473601438e-16
"ITGB3BP",5.78831806639775e-21,1.5470295998203,0.106,0.062,1.19991833516425e-16
"SNHG25",5.81906382082915e-21,0.133112298628076,0.121,0.195,1.20629193005788e-16
"LAIR1",6.08742564005052e-21,-0.291543217995084,0.149,0.222,1.26192333518247e-16
"C4orf32",6.4467561188642e-21,-0.305090802678569,0.086,0.144,1.33641254344055e-16
"PPAN",6.4549982862747e-21,-0.278704280683118,0.046,0.089,1.33812114474475e-16
"YDJC",6.48955846552617e-21,-0.25066982777119,0.057,0.105,1.34528546990357e-16
"C20orf24",6.6489269990024e-21,0.219162158733279,0.251,0.375,1.3783225668932e-16
"CERK",6.81803796939425e-21,-0.361812927361205,0.021,0.053,1.41337927105543e-16
"SLC38A6",6.94058694054264e-21,-0.592796376139908,0.047,0.089,1.43878367277449e-16
"SIGLEC7",7.04468005012832e-21,-0.807639462617453,0.028,0.063,1.4603621743916e-16
"RPUSD1",7.1169801148457e-21,-0.443279968802803,0.028,0.064,1.47534997780751e-16
"PPIA",7.16853608435306e-21,-0.203723870025353,0.798,0.898,1.48603753028639e-16
"CRBN",7.40567966476274e-21,1.27696610273833,0.22,0.174,1.53519739450532e-16
"CD300LB",7.42792422797682e-21,-1.36629906244062,0.006,0.026,1.53980869245959e-16
"VDR",7.48659056334852e-21,-0.16992996514921,0.041,0.084,1.55197022378215e-16
"MITF",7.94706691364962e-21,-0.573957039924999,0.08,0.133,1.64742697119957e-16
"OAS1",8.06573910986644e-21,-0.219041827578806,0.067,0.118,1.67202771747531e-16
"ZNF667-AS1",8.20157096318711e-21,1.77137276088177,0.091,0.05,1.70018566066869e-16
"ZFHX3",8.53298880529e-21,1.38767771265921,0.133,0.085,1.76888857933662e-16
"SNHG15",8.85442346142025e-21,0.19495757706206,0.186,0.284,1.83552198355242e-16
"CRISPLD2",8.98706575916613e-21,0.844383429312599,0.108,0.061,1.86301873187514e-16
"U2SURP",9.01565611934096e-21,1.24644224957384,0.263,0.225,1.86894551353938e-16
"TRAF3IP3",9.44859041801102e-21,0.177366254258325,0.03,0.066,1.95869279365368e-16
"TCEAL8",9.55559985488516e-21,0.97680142746208,0.289,0.248,1.98087584991769e-16
"ANXA6",1.04746770755558e-20,0.562285444900276,0.158,0.253,2.17140055776271e-16
"MREG",1.0601193444511e-20,-1.19544362205961,0.013,0.039,2.19762740104713e-16
"GNPNAT1",1.16245070378369e-20,-0.238808882930556,0.034,0.072,2.40976030894359e-16
"METTL15",1.1885591561355e-20,1.88283523618797,0.08,0.041,2.46388313066889e-16
"H2AFJ",1.188736846408e-20,0.684573810617095,0.413,0.387,2.46425148260379e-16
"DHCR7",1.19261101536061e-20,1.96860252332986,0.048,0.018,2.47228263484255e-16
"PRDX6",1.24017943063827e-20,0.63926989539903,0.547,0.606,2.57089195971313e-16
"KIAA1217",1.25908454003639e-20,2.553373706019,0.047,0.017,2.61008225149543e-16
"DIAPH2",1.27924504779843e-20,1.44214221127887,0.122,0.076,2.65187498408615e-16
"SCN9A",1.3145548850842e-20,2.84534912533643,0.025,0.004,2.72507227677954e-16
"CLOCK",1.3462858738823e-20,1.65335867718106,0.083,0.043,2.79085061655801e-16
"SLC39A14",1.42654405072422e-20,-0.989937819292978,0.012,0.037,2.9572258171513e-16
"TM4SF18",1.44090955052653e-20,-0.499565748207107,0.031,0.067,2.98700549824151e-16
"MRPS11",1.44328284321019e-20,0.104668719946295,0.129,0.203,2.99192533397473e-16
"PLEK2",1.46666267449185e-20,-1.81559053088626,0.006,0.027,3.04039172422161e-16
"TMEM203",1.53257656292576e-20,-0.211083401262752,0.049,0.094,3.1770312149451e-16
"APOA1BP",1.54898622574831e-20,0.186277251101749,0.155,0.241,3.21104844597625e-16
"TDP1",1.57803101055112e-20,-0.62936363939619,0.011,0.036,3.27125828487247e-16
"CXCR5",1.62597421268721e-20,-3.0089179442528,0.001,0.016,3.37064454290059e-16
"ZBTB32",1.63344125040099e-20,-2.25111431656218,0.001,0.016,3.38612371208125e-16
"RP11-823E8.3",1.66702723109143e-20,-2.23932400283211,0.003,0.021,3.45574745005254e-16
"PCSK2",1.7944406019843e-20,4.61827389543283,0.018,0.001,3.71987536791346e-16
"RAB2A",1.81177620765781e-20,0.840667223004285,0.428,0.44,3.75581207847463e-16
"RUNX1T1",1.84418717608257e-20,2.13027128897462,0.049,0.019,3.82300001601917e-16
"PPP1R2",1.96825769684662e-20,0.121393050120017,0.255,0.374,4.08019820556303e-16
"KIF16B",2.0748971004011e-20,1.70743070727086,0.066,0.03,4.30126168913149e-16
"CDCA4",2.16899989703809e-20,-0.392408675901599,0.027,0.061,4.49633678655997e-16
"SEH1L",2.20629258374322e-20,-0.370124449885574,0.053,0.098,4.57364452609969e-16
"CBWD2",2.33806163616073e-20,-0.433874052299851,0.028,0.063,4.84680177176119e-16
"FKBP15",2.38656844978922e-20,-0.324861739175846,0.086,0.142,4.94735639641305e-16
"RAB31",2.4228966961143e-20,-0.117158001362055,0.264,0.361,5.02266485104494e-16
"TFPT",2.43082545065937e-20,-0.267069013054602,0.115,0.179,5.03910115921687e-16
"CHD9",2.44017532441143e-20,1.0390239962524,0.28,0.239,5.0584834475049e-16
"ARHGAP22",2.44684776400698e-20,-1.39018315364713,0.01,0.034,5.07231541478648e-16
"PCF11",2.45221141103595e-20,1.16967816954509,0.245,0.2,5.08343425507752e-16
"RPS6KA1",2.51162419418818e-20,-0.394904087485961,0.077,0.13,5.20659695455209e-16
"C11orf98",2.58213410429951e-20,-1.95893748379259,0.004,0.022,5.35276399821289e-16
"SLC16A4",2.75929663403762e-20,2.92689597015963,0.029,0.006,5.72002192235999e-16
"HIST1H2BC",2.76200728836872e-20,-0.508373688047895,0.014,0.041,5.72564110878836e-16
"SNX17",2.79721866020962e-20,0.134677783883104,0.229,0.34,5.79863428261454e-16
"ARHGAP18",2.90630617531536e-20,0.10285185866632,0.251,0.358,6.02477270142874e-16
"TMOD1",2.98137372787336e-20,2.01928111157442,0.042,0.014,6.18038773788147e-16
"NCALD",3.0237485415173e-20,2.45490193769702,0.043,0.015,6.26823072656536e-16
"ARL1",3.12552569187188e-20,0.206931914776529,0.155,0.241,6.47921475925041e-16
"HRCT1",3.35824661034719e-20,2.42716493323563,0.031,0.007,6.96164522324973e-16
"FAM200B",3.39227193248478e-20,1.08382124063964,0.178,0.126,7.03217971604095e-16
"TWIST2",3.58277071848639e-20,1.56734809479978,0.038,0.011,7.4270836994223e-16
"CBFB",3.63620018894304e-20,-0.143468706250748,0.086,0.143,7.53784299167893e-16
"GNA11",3.73829840966873e-20,1.95471603992769,0.055,0.023,7.74949260324327e-16
"USP44",3.9718598404696e-20,3.75913239068027,0.021,0.002,8.23366544929347e-16
"LRRC8D",4.11050114231225e-20,-0.640438166496197,0.024,0.056,8.5210688680133e-16
"SLC35E4",4.25077479647179e-20,-1.09024988815331,0.008,0.03,8.81185615308602e-16
"ABHD17C",4.31530534268093e-20,1.88911122177925,0.045,0.016,8.94562797537757e-16
"PRPF4B",4.5772139250504e-20,1.40637878773206,0.214,0.17,9.48856446662948e-16
"TMEM255B",4.80917200848335e-20,-0.496611569464508,0.043,0.084,9.96941357358599e-16
"PIK3CD-AS2",4.97934336756661e-20,-0.572479999133122,0.007,0.028,1.03221788009656e-15
"NOP2",5.01473787492634e-20,-0.537155957026242,0.031,0.067,1.03955516147223e-15
"IGHV4-28",5.04798676752806e-20,-6.63460041086689,0,0.012,1.04644765690857e-15
"ACVR1",5.06453870321914e-20,-0.452243950838921,0.03,0.066,1.04987887317733e-15
"TYMS",5.18469500856727e-20,-1.70438632359568,0.005,0.025,1.074787275276e-15
"DPCR1",5.53350785219238e-20,4.52689900188151,0.017,0.001,1.14709617775948e-15
"HOXA5",5.53533557779839e-20,1.77811647460135,0.082,0.044,1.14747506527761e-15
"SFXN1",5.62951382474839e-20,-0.22485917076321,0.028,0.063,1.16699821587034e-15
"SNURF",5.75718014949268e-20,-2.33325559898151,0.001,0.015,1.19346344498983e-15
"FAM69A",6.08136998232662e-20,-0.485087552735386,0.007,0.028,1.26066799733631e-15
"ABI3",6.27496923144193e-20,-0.266992776647378,0.087,0.143,1.30080112167791e-15
"AGTR1",6.32565825118136e-20,2.86415653058525,0.033,0.009,1.3113089554699e-15
"TSTD1",6.531812589211e-20,1.68733268263236,0.235,0.2,1.35404474974344e-15
"PTRH1",6.91128094782249e-20,-0.185234527407938,0.075,0.128,1.4327085404836e-15
"LINC01082",7.010394931656e-20,3.16650063282279,0.02,0.002,1.45325486933229e-15
"RP11-78A19.3",7.01927028315501e-20,-5.7853842480113,0,0.012,1.45509472969803e-15
"F11R",7.09408181652126e-20,1.45305642599135,0.119,0.075,1.47060316056486e-15
"ZMYM6NB",7.2791154885946e-20,-3.92968008657651,0.001,0.014,1.50896064078566e-15
"UBA5",7.31698513957066e-20,0.306301725895679,0.075,0.131,1.516811019433e-15
